questions,classes
How many flavors does Baskin & Robbins offer ? ~ How many # does many flavors # offer Baskin & Robbins,NUM
Who was chief engineer of the Starship Enterprise ? ~ Who was,HUM
How does crosstalk relate to InSb thickness in infrared detectors ? ~ How relate # relate crosstalk,DESC
What mayor made so many TV appearances he was asked to join AFTRA in 1984 ? ~ You # made What mayor # made many TV appearances # join AFTRA,HUM
Which type of submarine was bought recently by South Korea ? ~ You,ENTY
How much in miles is a ten K run ? ~ How much # is a ten K run,NUM
When was Beethoven born ? ~ When born,NUM
Who is the most sexy celebrity ? ~ Who is # is the sexy celebrity,HUM
What detective lives on Punchbowl Hill and has 11 children ? ~ You # has 11 children,HUM
Where did the ukulele originate ? ~ Where originate # originate the ukulele,LOC
Rotary engines used to be made by whom ? ~ You # used Rotary engines,HUM
What does seccession mean ? ~ You # mean What # mean seccession,DESC
Who portrayed the title character in the film The Day of the Jackal ? ~ Who portrayed # portrayed the title character,HUM
What is the name of the gulf between Sweden and Finland ? ~ What is # is the name of,LOC
Who was the first X-Man to die in battle ? ~ Who was,HUM
What will the weather be today ? ~ What be # be the weather,DESC
Who is the President of Ghana ? ~ Who is # is the President of,HUM
Which sex is denied voting rights in Kuwait ? ~ You # denied voting rights in,ENTY
What two countries is Andorra nestled between ? ~ What is # is two countries # nestled Andorra,LOC
How long ago was the Roe vs. Wade decision by the Supreme Court ? ~ How long # was the Roe decision by,NUM
What terrorist group was headed by Donald DeFreeze ? ~ You,HUM
What are the four largest mountain ranges in the continental United States ? ~ What are # are the four largest mountain ranges in,LOC
What is the size of the student body at the University of Massachusetts in Amherst ? ~ What is # is the size of at in,NUM
How can I determine the radius of an ellipse ? ~ How determine # determine I # determine the radius of,DESC
Who starred in the movie The War of the Worlds ? ~ Who starred # starred The War of,HUM
How many different kinds of ice cream are there ? ~ How many # are many different kinds of,NUM
"What actor , who had greatest fame on TV , became the father of triplets ? ~ You # became What actor , had # had who # had greatest fame on",HUM
What is the Homelite Inc. home page ? ~ What is # is the Inc. home page,LOC
What is the Golden Rule ? ~ What is # is the Golden Rule,DESC
What is a movie that Kevin Costner made about Sioux Indians ? ~ What is # is a movie made # made that # made Kevin Costner,ENTY
What were millions of kids wearing on their heads in 1955 ? ~ What were # were millions of wearing,ENTY
How does color affect a person psychologically ? ~ How affect # affect color # affect a person,DESC
What is Columbia Tristar 's phone number ? ~ What is # is Tristar phone number,NUM
What type of animal is the easiest kept pet there is ? ~ You # is What type of # kept the easiest # kept pet,ENTY
What is sound ? ~ You # is What,DESC
"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ? ~ What was # was the name of # fell that",ENTY
What are the current immigration laws in US ? ~ What are # are the current immigration laws in,DESC
What were the five opening words on Ben Casey ? ~ What were # were the five opening words on,ENTY
Why does it say on children 's cough syrup not to drive while using this medication ? ~ Why say # say it # using this medication,DESC
What hair color can I use to just cover a little gray ? ~ You # use What hair color # use I # cover a little gray,ENTY
Where was Tesla born ? ~ Where born,LOC
What does Larry King do for a living ? ~ You # do What # do Larry King,HUM
Who shot Lee Harvey Oswald ? ~ Who shot # shot Lee Harvey Oswald,HUM
When did Jaco Pastorius die ? ~ When die # die Jaco Pastorius,NUM
What blood sport features a movement called a veronica ? ~ You # features What # features blood sport # features a movement called # called a veronica,ENTY
What was spawned the term `` MiG Alley '' ? ~ You # spawned the term Alley,ENTY
What 's the most common street name in America ? ~ What 's # 's the common street name in,LOC
What is the difference between khaki and chino ? ~ What is # is the difference between,DESC
What is the origin of infinity ? ~ What is # is the origin of,DESC
What alloy do copper and tin form ? ~ You # do copper tin form,ENTY
What plants are found in an estuary ? ~ You,ENTY
What are the side effects of mevacor ? ~ What are # are the side effects of,DESC
What are the top 5 tallest buildings in the world ? ~ What are # are the top 5 tallest buildings in,LOC
Colin Powell is best known for what achievement ? ~ You,DESC
What was the name of the computer in ` 2001 : A Space Odyssey ' ? ~ What was # was the name of # was : A Space Odyssey ',ENTY
Who portrayed Renaud in Casablanca ? ~ Who portrayed # portrayed Renaud in,HUM
What country has problems with hooligans ? ~ You # has What country # has problems with,LOC
What planet did Percival Lovell discover ? ~ You # discover What planet,LOC
How often are brain cells replaced ? ~ How often # replaced brain cells,NUM
How much did Mercury spend on advertising in 1993 ? ~ How much # spend How much # spend Mercury,NUM
What kind of rocket launched the Surveyor spacecraft ? ~ You # launched What kind of # launched the Surveyor spacecraft,ENTY
What country contains the westernmost point in South America ? ~ You # contains What country # contains the westernmost point in,LOC
What did Abolitionists try to end ? ~ You # end What # try Abolitionists,ENTY
What 's the American dollar equivalent for 8 pounds in the U.K. ? ~ What 's # equivalent the American dollar,NUM
Why should cigarette smoking be banned ? ~ Why banned,DESC
What year did Charles Dicken die ? ~ You # die Charles Dicken,NUM
What D.H. Lawrence novel was originally titled Tenderness ? ~ You # titled Tenderness,ENTY
What rock group raised a ruckus at the White House by singing American Woman ? ~ You # raised What rock group # raised a ruckus # singing American Woman,HUM
What is a fear of night or darkness ? ~ What is # is a fear of,ENTY
What is the origin of the rock band Led Zeppelin 's name ? ~ What is # is the origin of # Led Zeppelin name,DESC
How was Lawrence ~ How was # was Lawrence,DESC
How do I know if I am pregnant ? ~ How know # know I # am I,DESC
When did the last Americans leave Vietnam ? ~ When leave # leave the last Americans # leave Vietnam,NUM
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ? ~ You # appeared What famed clown,HUM
"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ? ~ You # met police # met resistance",HUM
Who was Confucius ? ~ Who was,HUM
What snack food has ridges ? ~ You # has What snack food # has ridges,ENTY
What 's the most popular four-player game of all time ? ~ What 's # 's the popular player game of,ENTY
What 's the meaning of the name Tatiana ? ~ What 's # 's the meaning of,DESC
How many people died when the Estonia sank in 1994 ? ~ How many # died many people # sank the Estonia,NUM
What Southern California town is named after a character made famous by Edgar Rice Burroughs ? ~ You # named What # made famous,LOC
How many colors are there in a rainbow ? ~ How many # are many colors,NUM
What is the habitat of the chickadee ? ~ What is # is the habitat of,LOC
What drug is often used to treat AIDS patients ? ~ You # treat AIDS patients,ENTY
Which of the five senses develops first ? ~ You # develops Which of,ENTY
Where did the name root beer come from ? ~ You # come the name root beer,DESC
What city 's the kickoff point for climbs of Mount Everest ? ~ You,LOC
What is the average salary of a paleontologist ? ~ What is # is the average salary of,NUM
Where is the largest post office building in the world ? ~ Where is # is the largest post office building in,LOC
Who is currently the most popular singer in the world ? ~ Who is,HUM
Who was the first animal into space ? ~ Who was # was the first animal into,ENTY
What is the correct way to mount a roll of toilet paper ? ~ What is # is the correct way mount # mount a roll of,ENTY
What Jules Verne novel features scientists held captive in the submarine Nautilus ? ~ You # features What # features Verne novel # held scientists # held captive,ENTY
Why is Rush 's 2112 called 2112 ? ~ Why is # called Rush 2112 # called 2112,DESC
What 's the state motto of California ? ~ What 's # 's the state motto of,DESC
What function does homeostasis have on the existence of an organism ? ~ You # homeostasis What function # have function does homeostasis,DESC
"What company started out making pies , and wound up manufacturing plastic throwing toys ? ~ You # started What company # making pies # manufacturing throwing toys",HUM
What does the acronym CPR mean ? ~ You # mean What # mean the acronym CPR,ABBR
The Jewish alphabet is called what ? ~ You # called what,ENTY
What are the Baltic States ? ~ What are # are the Baltic States,DESC
How many endangered species are there in the world ? ~ How many # are many endangered species,NUM
Which large U.S. city had the highest murder rate for 1988 ? ~ You # had Which large U.S. city # had the highest murder rate,LOC
"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ? ~ Who was # cowrote she # cowrote A_Tisket Tasket # A_Tisket , A - Tasket",HUM
Who invented basketball ? ~ Who invented # invented basketball,HUM
How has TV affected our society ? ~ How affected # affected TV # affected our society,DESC
When was the last major eruption of Mount St. Helens ? ~ When was # was the last major eruption of,NUM
What was the name of Humphrey Bogart 's club in Casablanca ? ~ What was # was the name of,HUM
What U.S. Government agency registers trademarks ? ~ You # registers What # registers Government agency,HUM
What is osmosis ? ~ What is # is osmosis,DESC
What format was the major competition of VHS ? ~ You,ENTY
What hockey player did Ronald Reagan joke he would swap Texas for ? ~ You # did What hockey player # did Reagan joke swap # swap he # swap Texas,HUM
What is the world 's deadliest infectious disease ? ~ What is # is world deadliest infectious disease,ENTY
Which infectious disease is the world 's deadliest ? ~ You # is Which infectious disease,ENTY
"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ? ~ You # buried What # overlooking the Hudson River",HUM
