questions,classes
When did the original PERSON show go off the air ?,NUM
How many languages are there in the world ?,NUM
Who was PERSON ?,HUM
Who were the CARDINAL bald GPE Presidents ?,HUM
Which member of PERSON 's Angels sang vocals for Josie and the ORG ?,HUM
What river flows past ORG ?,LOC
What comedian was The Perfect Fool ?,HUM
What are the benefits of a rowing machine ?,DESC
Where do you find information about ORG,LOC
What 's a `` coup de poing '' to a NORP boxer ?,DESC
What 's the difference between carelessness and carefreeness ?,DESC
What is the NORP counterpart to ORG ?,ENTY
Why does tuberculosis afflict people ?,DESC
Who loved PERSON besides Dale ?,HUM
What is tyvek ?,DESC
What do humans catch zoonose diseases from ?,ENTY
How did LOC get its name ?,DESC
What was the name of ORG gunboat in the film WORK_OF_ART ?,ENTY
Where can I get information on the original CARDINAL GPE colonies ?,LOC
For what disease is the drug Sinemet used as a treatment ?,ENTY
What are CARDINAL ways in which wind is created on the LOC ?,ENTY
What gender is not allowed to vote in GPE ?,ENTY
How many inches over six feet is PERSON ?,NUM
What is the name of the disease that actress PERSON baby girl has ?,ENTY
Who 's the only president buried in GPE,HUM
How much could you rent a ORG bug for in DATE ?,NUM
Whose singing voice was dubbed in for ORG in West Side Story and PERSON in My Fair Lady ?,HUM
"What is the mean income of the top PERCENT , top 5% , and top 1% ?",NUM
What NORP city sprouts the most parking meters ?,LOC
What is the largest and most expensive freeway construction project in the GPE right now ?,LOC
What can I do to get into an Ivy League school ?,DESC
What film did PERSON win the best actress Oscar for ?,ENTY
Where did PERSON find a race of tiny people ?,LOC
"What DATE film won CARDINAL Oscars , including best picture ?",ENTY
How much stronger is the new vitreous carbon material invented by ORG compared with the material made from cellulose ?,NUM
How much do tuberculosis combatting drugs cost ?,NUM
President PERSON compared Saddam Hussein to whom ?,HUM
What 's the name of GPE 's baseball team ?,HUM
What PERSON play opens with the line : `` Now is the winter of our discontent.. . '' ?,ENTY
"What TV comedian worked with FAC , Black Tooth and ORG ?",HUM
Who created the character PERSON ?,HUM
What type of exercise burns the most calories ?,ENTY
What is `` the only cigarette made with no leftovers '' ?,DESC
Where did ORG Imperial Forces surrender to end EVENT ?,LOC
What is PERSON middle initial ?,ABBR
How many rows of whiskers does a cat have ?,NUM
What NORP general surrendered to the colonial army at Saratoga ?,HUM
"How can people from GPE come to the U.S. , work , and then return to GPE ?",DESC
"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",ENTY
What is the world population as of DATE ?,NUM
What is the history of GPE chicken wings ?,DESC
What is humidity ?,DESC
"What kind of creatures are black , yellow , and brown bullheads ?",ENTY
What city would you be in if you were feeding the pigeons in ORG ?,LOC
What artist 's studio was ORG in PERSON ?,HUM
What is the name of the planet that the Ewoks live on ?,LOC
How many words are there in the LANGUAGE language ?,NUM
Where is there information on the novel FAC ?,LOC
What is the chemical formula for napalm ?,ENTY
What is yohimbine ?,DESC
What is `` Chicago Hope '' ?,DESC
How many members of a family could be drafted in the GPE military during EVENT ?,NUM
"Who wrote the song , WORK_OF_ART ?",HUM
What company is the largest NORP ship builder ?,HUM
What does the `` blue ribbon '' stand for ?,ABBR
What is the average date when most malls begin putting up DATE holiday decorations ?,NUM
How many characters are in the NORP alphabet ?,NUM
Where is GPE ?,LOC
Who wrote The ORG ?,HUM
Which major diamond producer is based in GPE ?,HUM
Who was PERSON friend and biographer ?,HUM
What kind of women gave PERSON erotic dreams ?,HUM
What are the Cleveland NORP also called ?,ENTY
What commodity 's shortage was the largest single factor in keeping NORP cars off the roads during EVENT ?,ENTY
How many hummingbird eggs could fit in CARDINAL ostrich egg ?,NUM
"Who wrote the bestselling PERSON and Researches in GPE , published in DATE ?",HUM
Who played the father on `` WORK_OF_ART ?,HUM
What is the gestation period for human pregnancies ?,NUM
Where did the name PERSON originate ?,LOC
What are common methods used to regulate monopolies ?,ENTY
What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?,DESC
How long does the average domesticated ferret live ?,NUM
Name the NORP counterpart to ORG .,ENTY
What are the historical trials following EVENT called ?,ENTY
What states do not have state income tax ?,LOC
What city has the CARDINAL steepest streets in the GPE ?,LOC
What is PERSON known for ?,DESC
Name the country of giants CARDINAL times the size of man in `` WORK_OF_ART 's ORG . '',LOC
What 's men 's par on a CARDINAL-yard golf hole ?,NUM
What CARDINAL elements make up PERCENT of the human body ?,ENTY
How many countries are there ?,NUM
Where does most of the PERSON entering GPE come from ?,LOC
PERSON is considered to be the ORDINAL singing cowboy of which medium ?,ENTY
What is PERSON profession when he 's not Captain GPE ?,HUM
What is the most common cancer ?,ENTY
Who are the top CARDINAL richest people in the world ?,HUM
How do I contact ORG direct ?,DESC
What causes a person to have constantly sweaty hands and feet ?,DESC
What happened to ORG ?,DESC
What is the spectrum of a sine wave ?,DESC
What ethnic group introduced the idea of potlatch ?,HUM
What is a person 's socioeconomic position ?,DESC
What do you say to a friend who ignores you for other friends ?,DESC
How many yards are in QUANTITY ?,NUM
What actor was the ORDINAL man to appear on the cover of ORG ?,HUM
"What does ORG stand for , as in the rock group ORG ?",ABBR
What PERSON does Kathie Lee Gifford advertise for ?,HUM
What does the name PERSON mean ?,DESC
Why do girls have to wear training bras ?,DESC
When was the ORDINAL successful heart transplant for a human ?,NUM
How did PERSON die ?,DESC
"What country boasts PERSON , Glamis Castle , and Blair Castle ?",LOC
PERSON .,DESC
What does pH stand for ?,ABBR
What country is LOC in ?,LOC
Which country is the largest country in LOC ?,LOC
Name ORG of the PRODUCT .,HUM
What are geckos ?,DESC
What is the name of a book written by PERSON ?,ENTY
What is cosmology ?,DESC
How many LOC make a kilowatt ?,NUM
What TV series features the adventures of a married couple named PERSON and Jennifer ?,ENTY
What female faith healer wrote the inspirational book WORK_OF_ART ?,HUM
Who was GPE ?,HUM
What did Esquire name PERSON of the Year for DATE ?,ENTY
Where did King Francis I hang the `` Mona Lisa '' when he owned it ?,LOC
What 's been the ruin of many a poor boy in GPE ?,ENTY
What is habeas corpus ?,DESC
How do you use an intranet ?,DESC
What famous husband-and-wife team did radio ads for ORG wine ?,HUM
How many times has PERSON announced a drive for ORG ?,NUM
What are bottle caps with presidents ' pictures inside worth ?,NUM
Where can I find the history of the NORP language ?,LOC
"Why do GPE fax machines not work in UK , ORG ?",DESC
What cigarette is `` a whole new world '' ?,ENTY
Who tramped through GPE looking for ORG ?,HUM
"In DATE , what day of the week did Christmas fall on ?",NUM
What is the name of the song that PERSON plays on the organ ?,ENTY
What CARDINAL animals are specifically mentioned as being in PERSON 's Ark ?,ENTY
What is federal income tax ?,DESC
What was the name of the ORG mounted guerrilla group with which PERSON and Coleman Younger had ridden ?,HUM
"What disease plagued LOC , Africa and Asia ?",ENTY
What card game can feature dealer 's choice ?,ENTY
How many NORP soldiers are stationed in GPE ?,NUM
What is a fear of failure ?,ENTY
How many feet CARDINAL is the average height of FAC ?,NUM
What was the verdict in the DATE trial of PERSON ?,DESC
What is the best way to travel in GPE ?,ENTY
How long ago did the NORP church part from the FAC ?,NUM
How much did PERSON originally charge for psychiatric sessions ?,NUM
Who followed up his ORDINAL CARDINAL underwater thrillers with WORK_OF_ART ?,HUM
When was the PERSON built ?,NUM
What DATE PERSON novel was written under the title LAW ?,ENTY
What is a common dolphin ?,DESC
How is ORG funded ?,DESC
How long does a pig 's orgasm last ?,NUM
What GPE state comes last in an alphabetical list ?,LOC
How many mountains have been named for Presidents in the continental GPE ?,NUM
What are the unemployment statistics for DATE ?,NUM
What does ORG stand for ?,ABBR
Who is the CARDINAL ORG Member of Congress ?,HUM
What is a society ruled by elders ?,HUM
What CARDINAL presidents of the GPE published books of poetry ?,HUM
Which of the CARDINAL ORG comes ORDINAL alphabetically ?,HUM
What professional cricketer 's son wrote EVENT in DATE ?,HUM
What condiment do the NORP dip their French fries in ?,ENTY
Which comic strip was never turned into a FAC musical ?,ENTY
In what war was the ORDINAL submarine used ?,ENTY
ORG is the abbreviation for what ?,ABBR
How many inches apart are adjacent pins in tenpin bowling ?,NUM
How many miles of corridors are in The ORG ?,NUM
How do you find the area of a circle ?,DESC
What GPE state includes the San Juan Islands ?,LOC
"What NORP playwright penned : `` WORK_OF_ART , so shall I '' ?",HUM
What do the red-and-white stripes on a barbershop pole stand for ?,DESC
Name the ship ORG sailed .,ENTY
How deep is a fathom ?,NUM
What was the `` Dead Man 's Hand '' ?,DESC
What was PERSON dancing partner 's name ?,HUM
How do I find a web address for a company ?,DESC
What is the highest number of home runs on record for any CARDINAL game ?,NUM
What are some of GPE 's native flora ?,ENTY
What heavyweight boxer was known as WORK_OF_ART ?,HUM
How many quarts of whole milk is needed to make QUANTITY of butter ?,NUM
What GPE street claims to be the world center for men 's tailoring ?,LOC
How old is the universe ?,NUM
When does the WORK_OF_ART say the seasons started ?,NUM
What animal has been called PRODUCT ?,ENTY
Where did the marriage ceremony come from ?,DESC
What bordering country is due north of GPE ?,LOC
What PERSON novel deals with NORP bishop who becomes Pope ?,ENTY
What nation boarders ORG ?,LOC
What does ORG stand for ?,ABBR
EVENT in which year allowed ORG to become popular ?,NUM
What TV talk-show host lends his name to a line of men 's clothing ?,HUM
What soft drink held a national flavor poll in DATE ?,ENTY
PERSON is famous for what ?,DESC
The NORP alphabet is known as what ?,ENTY
What is a fear of home surroundings ?,ENTY
How many people die of tuberculosis DATE ?,NUM
What is a specimen of basidiomycetes ?,DESC
Who invented the electric guitar ?,HUM
What is the capital of GPE ?,LOC
What country comes last in an alphabetical list ?,LOC
What are faults in the LOC 's crust ?,DESC
What was an `` PRODUCT '' ?,DESC
What kind of greeting is appropriate to send on DATE ?,DESC
How hot should the oven be when baking PERSON ?,NUM
What is dextropropoxyphen napsylate ?,DESC
What PERSON song laments DATE Buddy Holly died ?,ENTY
What is PERSON ?,DESC
How was the PERSON money made ?,DESC
What country is the worlds leading supplier of cannabis ?,LOC
What was the orca 's name that died of a fungal infection at FAC ?,ENTY
Who is the President of Pergament ?,HUM
What city is the Kentucky Horse Park near ?,LOC
What does PERSON look like ?,DESC
"What cereal goes `` snap , crackle , pop '' ?",ENTY
How did water appear on the earth ?,DESC
Where did PERSON graduate college ?,LOC
What does PERSON mean ?,DESC
How do anti-locking brakes work ?,DESC
What colors is magenta made of ?,ENTY
How does the chain of command work inside an GPE army PRODUCT helicopter ?,DESC
Which medium is ORG the ORDINAL singing cowboy in ?,ENTY
What is the name of GPE new album ?,ENTY
What is a hormone ?,DESC
What NORP naval officer broke GPE 's isolationist policy in DATE ?,HUM
What is fellatio ?,DESC
What characteristics contribute to its `` intelligence '' ?,DESC
What significant battle was fought in GPE in DATE ?,ENTY
Which police department made the all-time biggest cocaine bust in GPE ?,HUM
Who gave us PRODUCT ?,HUM
How were DATE named ?,DESC
Who wrote WORK_OF_ART ?,HUM
What DATE film had PERSON portraying a cartoonist ?,ENTY
What is fiber in food ?,DESC
What 's the traditional drink at FAC ?,ENTY
Who is the head of ORG ?,HUM
"Why do some jets have a vapor trail , and others do not ?",DESC
What is a fear of childbirth ?,ENTY
How many people does ORG employ in the GPE ?,NUM
What species was ORG ?,ENTY
How much calcium should an adult female have DATE ?,NUM
What is the most popular last name ?,HUM
What does an ashen-faced eidologist search out the existence of ?,ENTY
Who moderated the ORDINAL ORG debate ?,HUM
Who portrayed PERSON in DATE 's ORG ?,HUM
